;Profitcenter;Kostenart;Executed-Ist;Sign;Planentwurf;Plan;Produktbereich;Bezeichnung;Year
94;133000201;215735419;-550882.5625;minus;0.0;0.0;02 Sicherheit und Ordnung;Allgemeine Sicherheit und Ordnung;2008
95;133000202;203785922;-525846.375;minus;0.0;0.0;02 Sicherheit und Ordnung;Gewerbewesen;2008
96;133000202;1882465361;724585.1875;plus;0.0;0.0;02 Sicherheit und Ordnung;Gewerbewesen;2008
97;133000203;122225930;-1140845.5;minus;0.0;0.0;02 Sicherheit und Ordnung;Märkte (BgA);2008
98;133000203;-887813894;1077900.375;plus;0.0;0.0;02 Sicherheit und Ordnung;Märkte (BgA);2008
99;133000204;-177244431;9477667.0;plus;0.0;0.0;02 Sicherheit und Ordnung;Verkehrsang. Fahr-u.Beförd-erl. Kfz-Ang.;2008
100;133000204;128160941;-10952830.0;minus;0.0;0.0;02 Sicherheit und Ordnung;Verkehrsang. Fahr-u.Beförd-erl. Kfz-Ang.;2008
101;133000205;1242780222;-3228951.0;minus;0.0;0.0;02 Sicherheit und Ordnung;Einwohnerangelegenheiten;2008
102;133000205;-1231036185;8481149.0;plus;0.0;0.0;02 Sicherheit und Ordnung;Einwohnerangelegenheiten;2008
103;133000206;-1343188814;2308529.5;plus;0.0;0.0;02 Sicherheit und Ordnung;Personenstandswesen;2008
104;133000206;107938718;-563139.75;minus;0.0;0.0;02 Sicherheit und Ordnung;Personenstandswesen;2008
105;133000207;-1378900011;10606.4296875;plus;0.0;0.0;02 Sicherheit und Ordnung;Wahlen;2008
106;133000207;501100;-3808.87988281;minus;0.0;0.0;02 Sicherheit und Ordnung;Wahlen;2008
107;137000200;-411429423;635921.75;plus;0.0;0.0;02 Sicherheit und Ordnung;PB02 Sicherheit und Ordnung;2008
108;137000200;-411429423;-635921.75;minus;0.0;0.0;02 Sicherheit und Ordnung;PB02 Sicherheit und Ordnung;2008
109;137000219;1910501552;-3484522.25;minus;0.0;0.0;02 Sicherheit und Ordnung;Brandschutz;2008
110;137000219;-1069777028;19980112.0;plus;0.0;0.0;02 Sicherheit und Ordnung;Brandschutz;2008
111;137000220;395339113;-338913.15625;minus;0.0;0.0;02 Sicherheit und Ordnung;Abwehr von Großschadensereignissen;2008
112;137000220;-1554419393;3302047.0;plus;0.0;0.0;02 Sicherheit und Ordnung;Abwehr von Großschadensereignissen;2008
113;137000221;-1230664074;10328934.0;plus;0.0;0.0;02 Sicherheit und Ordnung;Rettungsdienst (KRE);2008
114;137000221;580105328;-9235871.0;minus;0.0;0.0;02 Sicherheit und Ordnung;Rettungsdienst (KRE);2008
115;137001720;5829080;-3815.42993164;minus;0.0;0.0;17 Stiftungen;Stiftung zur Förderung der Feuerwehr;2008
116;137001720;547400;3815.42993164;plus;0.0;0.0;17 Stiftungen;Stiftung zur Förderung der Feuerwehr;2008
117;140000300;-476897049;390629.4375;plus;0.0;0.0;03 Schulträgeraufgaben;PB03 Schulträgeraufgaben;2008
118;140000300;-382897049;-507703.5;minus;0.0;0.0;03 Schulträgeraufgaben;PB03 Schulträgeraufgaben;2008
119;140000301;213909106;25380712.0;plus;0.0;0.0;03 Schulträgeraufgaben;Grundschulen;2008
120;140000301;238136012;-18883632.0;minus;0.0;0.0;03 Schulträgeraufgaben;Grundschulen;2008
121;140000302;-41198260;4019427.0;plus;0.0;0.0;03 Schulträgeraufgaben;Hauptschulen;2008
122;140000302;122840314;-632309.9375;minus;0.0;0.0;03 Schulträgeraufgaben;Hauptschulen;2008
123;140000303;-134839458;4391229.5;plus;0.0;0.0;03 Schulträgeraufgaben;Realschulen;2008
124;140000303;217062597;-863023.0625;minus;0.0;0.0;03 Schulträgeraufgaben;Realschulen;2008
125;140000304;136147796;-1792308.0;minus;0.0;0.0;03 Schulträgeraufgaben;Gymnasien;2008
126;140000304;67745293;9334808.0;plus;0.0;0.0;03 Schulträgeraufgaben;Gymnasien;2008
127;140000305;120057285;-615840.1875;minus;0.0;0.0;03 Schulträgeraufgaben;Gesamtschulen;2008
128;140000305;-140700624;3719405.25;plus;0.0;0.0;03 Schulträgeraufgaben;Gesamtschulen;2008
129;140000306;-17419077;3623718.25;plus;0.0;0.0;03 Schulträgeraufgaben;Förderschulen;2008
130;140000306;136361166;-422455.75;minus;0.0;0.0;03 Schulträgeraufgaben;Förderschulen;2008
131;140000307;224180671;-1052719.875;minus;0.0;0.0;03 Schulträgeraufgaben;Berufskollegs;2008
132;140000307;-136529768;5803660.5;plus;0.0;0.0;03 Schulträgeraufgaben;Berufskollegs;2008
133;140000308;13456435;-37995.9414062;minus;0.0;0.0;03 Schulträgeraufgaben;Schülerbeförderung;2008
134;140000308;-407942625;6284540.5;plus;0.0;0.0;03 Schulträgeraufgaben;Schülerbeförderung;2008
135;140000309;7274835;-170658.4375;minus;0.0;0.0;03 Schulträgeraufgaben;Fördermaßnahmen für Schüler;2008
136;140000309;-218203859;869232.4375;plus;0.0;0.0;03 Schulträgeraufgaben;Fördermaßnahmen für Schüler;2008
137;140000310;960755752;-530338.25;minus;0.0;0.0;03 Schulträgeraufgaben;Sonstige schulische Aufgaben;2008
138;140000310;-348651675;1453751.625;plus;0.0;0.0;03 Schulträgeraufgaben;Sonstige schulische Aufgaben;2008
139;140001702;2624620;5623.95019531;plus;0.0;0.0;17 Stiftungen;Stiftung Thomas Hansen;2008
140;140001702;5588570;-5623.94970703;minus;0.0;0.0;17 Stiftungen;Stiftung Thomas Hansen;2008
141;140001703;38781565;50016.5585938;plus;0.0;0.0;17 Stiftungen;Stiftung Peter Kemper;2008
142;140001703;11011770;-50016.5585938;minus;0.0;0.0;17 Stiftungen;Stiftung Peter Kemper;2008
143;141000400;1750069808;-154970.984375;minus;0.0;0.0;04 Kultur und Wissenschaft;PB04 Kultur und Wissenschaft;2008
144;141000400;1280069808;120137.828125;plus;0.0;0.0;04 Kultur und Wissenschaft;PB04 Kultur und Wissenschaft;2008
145;141000401;-641307875;1129167.875;plus;0.0;0.0;04 Kultur und Wissenschaft;Kulturelle Projekte;2008
146;141000401;8765265;-131032.601562;minus;0.0;0.0;04 Kultur und Wissenschaft;Kulturelle Projekte;2008
147;141000402;104678668;-186941.875;minus;0.0;0.0;04 Kultur und Wissenschaft;Kulturförderung freie Träger;2008
148;141000402;-2101543892;5802471.0;plus;0.0;0.0;04 Kultur und Wissenschaft;Kulturförderung freie Träger;2008
149;141001704;5600650;-410.910003662;minus;0.0;0.0;17 Stiftungen;Stiftung Konrad Adenauer;2008
150;141001704;1623630;410.910003662;plus;0.0;0.0;17 Stiftungen;Stiftung Konrad Adenauer;2008
151;141001705;5563600;-16115.5800781;minus;0.0;0.0;17 Stiftungen;Stiftung August Kaiser;2008
152;141001705;1623630;16115.5800781;plus;0.0;0.0;17 Stiftungen;Stiftung August Kaiser;2008
153;141001706;4573000;-12204.5898438;minus;0.0;0.0;17 Stiftungen;Dorothea-von-Stetten-Stiftung;2008
154;141001706;1012380;12204.5898438;plus;0.0;0.0;17 Stiftungen;Dorothea-von-Stetten-Stiftung;2008
155;141001707;1000390;14089.2001953;plus;0.0;0.0;17 Stiftungen;Stiftung Dr. Werner Borchert;2008
156;141001707;4158200;-14089.2001953;minus;0.0;0.0;17 Stiftungen;Stiftung Dr. Werner Borchert;2008
157;141200410;-1634800877;12646448.0;plus;0.0;0.0;04 Kultur und Wissenschaft;Beethoven Orchester;2008
158;141200410;400540555;-6036707.0;minus;0.0;0.0;04 Kultur und Wissenschaft;Beethoven Orchester;2008
159;141300409;133893871;-658616.125;minus;0.0;0.0;04 Kultur und Wissenschaft;Kunstmuseum;2008
160;141300409;-375959318;5283390.5;plus;0.0;0.0;04 Kultur und Wissenschaft;Kunstmuseum;2008
161;141400407;26423445;-69084.2265625;minus;0.0;0.0;04 Kultur und Wissenschaft;Stadtarchiv;2008
162;141400407;-1585728821;1285743.5;plus;0.0;0.0;04 Kultur und Wissenschaft;Stadtarchiv;2008
163;141500408;-1752071096;620571.1875;plus;0.0;0.0;04 Kultur und Wissenschaft;Stadtmuseum;2008
164;141500408;114179598;-55592.28125;minus;0.0;0.0;04 Kultur und Wissenschaft;Stadtmuseum;2008
165;141600406;124963005;-493563.375;minus;0.0;0.0;04 Kultur und Wissenschaft;Stadtbibliothek;2008
166;141600406;-1641321369;4174081.25;plus;0.0;0.0;04 Kultur und Wissenschaft;Stadtbibliothek;2008
167;141700405;-1391970640;5435461.0;plus;0.0;0.0;04 Kultur und Wissenschaft;Musikschule;2008
168;141700405;780044314;-1969738.375;minus;0.0;0.0;04 Kultur und Wissenschaft;Musikschule;2008
169;141800404;-1631060576;3125013.75;plus;0.0;0.0;04 Kultur und Wissenschaft;Volkshochschule;2008
170;141800404;396402225;-2040887.625;minus;0.0;0.0;04 Kultur und Wissenschaft;Volkshochschule;2008
171;141900411;2011700;-13873767.0;minus;0.0;0.0;04 Kultur und Wissenschaft;Theater;2008
172;141900411;6950100;38263448.0;plus;0.0;0.0;04 Kultur und Wissenschaft;Theater;2008
173;150000000;-100395880;-740852.6875;minus;0.0;0.0;00;Produktbereichsübergreifend;2008
174;150000000;-288395880;522848.5625;plus;0.0;0.0;00;Produktbereichsübergreifend;2008
175;150000501;-50124062;80409584.0;plus;0.0;0.0;05 Soziale Leistungen;Grundsicherungsleistungen nach d. SGB II;2008
176;150000501;963766324;-35276560.0;minus;0.0;0.0;05 Soziale Leistungen;Grundsicherungsleistungen nach d. SGB II;2008
177;150000502;85010228;68010648.0;plus;0.0;0.0;05 Soziale Leistungen;Grundversorgung u.Leistungen n.d.SGB XII;2008
178;150000502;350451211;-11600759.0;minus;0.0;0.0;05 Soziale Leistungen;Grundversorgung u.Leistungen n.d.SGB XII;2008
179;150000503;207440531;-989070.625;minus;0.0;0.0;05 Soziale Leistungen;Leistungen nach dem AsylbLG;2008
180;150000503;-167618384;4967595.0;plus;0.0;0.0;05 Soziale Leistungen;Leistungen nach dem AsylbLG;2008
181;150000504;488800810;-302046.84375;minus;0.0;0.0;05 Soziale Leistungen;Soziale Einrichtungen;2008
182;150000504;-404668623;2081399.75;plus;0.0;0.0;05 Soziale Leistungen;Soziale Einrichtungen;2008
183;150000505;-1413718466;32248.6894531;plus;0.0;0.0;05 Soziale Leistungen;Leistungen nach dem BVG;2008
184;150000505;193339339;-21602.9492188;minus;0.0;0.0;05 Soziale Leistungen;Leistungen nach dem BVG;2008
185;150000506;196312911;-781310.6875;minus;0.0;0.0;05 Soziale Leistungen;Förd.Träg.Wohlf.pfl.,Vereine,sonst.Träg.;2008
186;150000506;-383671371;5173623.0;plus;0.0;0.0;05 Soziale Leistungen;Förd.Träg.Wohlf.pfl.,Vereine,sonst.Träg.;2008
187;150000507;27120555;-2740507.0;minus;0.0;0.0;05 Soziale Leistungen;Unterhaltsvorschussleistungen;2008
188;150000507;26395212;5028021.0;plus;0.0;0.0;05 Soziale Leistungen;Unterhaltsvorschussleistungen;2008
189;150000508;196838271;-22602.5195312;minus;0.0;0.0;05 Soziale Leistungen;Betreuungsleistungen;2008
190;150000508;-186245114;694036.5625;plus;0.0;0.0;05 Soziale Leistungen;Betreuungsleistungen;2008
191;150000509;193902751;-3403.30004883;minus;0.0;0.0;05 Soziale Leistungen;Leist. f. Heimk., pol.Häftl., Spätauss.;2008
192;150000509;1608090072;26518.6796875;plus;0.0;0.0;05 Soziale Leistungen;Leist. f. Heimk., pol.Häftl., Spätauss.;2008
193;150000510;1429827764;-1379600.625;minus;0.0;0.0;05 Soziale Leistungen;Sonstige soziale Hilfen und Leistungen;2008
194;150000510;37058245;6801434.5;plus;0.0;0.0;05 Soziale Leistungen;Sonstige soziale Hilfen und Leistungen;2008
195;150000511;571613387;-649340.0625;minus;0.0;0.0;05 Soziale Leistungen;Schwerbehindertenrecht nach SGB IX;2008
196;150000511;-389469616;958223.3125;plus;0.0;0.0;05 Soziale Leistungen;Schwerbehindertenrecht nach SGB IX;2008
197;150000607;-134094012;3426841.75;plus;0.0;0.0;06 Kinder, Jugend und Familie;Tageseinrichtungen für behinderte Kinder;2008
198;150000607;116589211;-2556092.5;minus;0.0;0.0;06 Kinder, Jugend und Familie;Tageseinrichtungen für behinderte Kinder;2008
199;150001005;-18410143;4751005.0;plus;0.0;0.0;10 Bauen und Wohnen;Wohnr.sich.,-vers./Hilfe Wohn.losigkeit;2008
200;150001005;130945749;-776293.5;minus;0.0;0.0;10 Bauen und Wohnen;Wohnr.sich.,-vers./Hilfe Wohn.losigkeit;2008
201;150001708;8575750;-463647.46875;minus;0.0;0.0;17 Stiftungen;Stiftung Bonner Altenhilfe;2008
202;150001708;13726551;463647.46875;plus;0.0;0.0;17 Stiftungen;Stiftung Bonner Altenhilfe;2008
203;150001709;26737225;20188.4804688;plus;0.0;0.0;17 Stiftungen;Stiftung Paula Flerus;2008
204;150001709;7087870;-20188.4804688;minus;0.0;0.0;17 Stiftungen;Stiftung Paula Flerus;2008
205;150001710;5551520;-3412.77001953;minus;0.0;0.0;17 Stiftungen;Stiftung St.-Albertus-Magnus-Heim;2008
206;150001710;2624620;3412.77001953;plus;0.0;0.0;17 Stiftungen;Stiftung St.-Albertus-Magnus-Heim;2008
207;150001711;5563600;-11899.4697266;minus;0.0;0.0;17 Stiftungen;Stiftung Wilhelmine-Lübke-Heim;2008
208;150001711;2155430;11899.4697266;plus;0.0;0.0;17 Stiftungen;Stiftung Wilhelmine-Lübke-Heim;2008
209;150001712;5523430;-223000.59375;minus;0.0;0.0;17 Stiftungen;Stiftung Wilhelm-Augusta-Stift;2008
210;150001712;2687230;223000.59375;plus;0.0;0.0;17 Stiftungen;Stiftung Wilhelm-Augusta-Stift;2008
211;150001713;14929450;-374577.25;minus;0.0;0.0;17 Stiftungen;Stiftung Konvente St. Aegidius/St. Jakob;2008
212;150001713;47059285;374577.25;plus;0.0;0.0;17 Stiftungen;Stiftung Konvente St. Aegidius/St. Jakob;2008
213;150001714;5551520;-5748.29003906;minus;0.0;0.0;17 Stiftungen;Stiftung Johann Gabriel Adrian;2008
214;150001714;2624620;5748.29003906;plus;0.0;0.0;17 Stiftungen;Stiftung Johann Gabriel Adrian;2008
215;150001715;1393320;-502.559997559;minus;0.0;0.0;17 Stiftungen;Stiftung Max Becker;2008
216;150001715;2155430;502.559997559;plus;0.0;0.0;17 Stiftungen;Stiftung Max Becker;2008
217;150001716;12488130;-120918.257812;minus;0.0;0.0;17 Stiftungen;Stiftung Arme im Allgemeinen;2008
218;150001716;40318145;120918.257812;plus;0.0;0.0;17 Stiftungen;Stiftung Arme im Allgemeinen;2008
219;150001717;10974720;-154475.734375;minus;0.0;0.0;17 Stiftungen;Stiftung Franz Xaver Joseph Lohé;2008
220;150001717;35002525;154475.734375;plus;0.0;0.0;17 Stiftungen;Stiftung Franz Xaver Joseph Lohé;2008
221;151000600;-194896993;-1656200.25;minus;0.0;0.0;06 Kinder, Jugend und Familie;PB06 Kinder-, Jugend- und Familienhilfe;2008
222;151000600;-288896993;1318746.0;plus;0.0;0.0;06 Kinder, Jugend und Familie;PB06 Kinder-, Jugend- und Familienhilfe;2008
223;151000601;-1190755653;1344663.125;plus;0.0;0.0;06 Kinder, Jugend und Familie;Förd. v. Kindern in Tagespflege;2008
224;151000601;301759815;-349669.375;minus;0.0;0.0;06 Kinder, Jugend und Familie;Förd. v. Kindern in Tagespflege;2008
225;151000602;431055296;-30550332.0;minus;0.0;0.0;06 Kinder, Jugend und Familie;Tageseinrichtungen für Kinder;2008
226;151000602;-361949746;58174192.0;plus;0.0;0.0;06 Kinder, Jugend und Familie;Tageseinrichtungen für Kinder;2008
227;151000603;-236362167;1247562.125;plus;0.0;0.0;06 Kinder, Jugend und Familie;Jugendarbeit;2008
228;151000603;305890216;-43028.5195312;minus;0.0;0.0;06 Kinder, Jugend und Familie;Jugendarbeit;2008
229;151000604;108572100;7605882.5;plus;0.0;0.0;06 Kinder, Jugend und Familie;Einrichtung der Jugendarbeit;2008
230;151000604;50490086;-1233204.25;minus;0.0;0.0;06 Kinder, Jugend und Familie;Einrichtung der Jugendarbeit;2008
231;151000605;352439075;-3487671.75;minus;0.0;0.0;06 Kinder, Jugend und Familie;Sonst. Leist. z. Förd. j. Menschen u.Fam;2008
232;151000605;-277783302;42093212.0;plus;0.0;0.0;06 Kinder, Jugend und Familie;Sonst. Leist. z. Förd. j. Menschen u.Fam;2008
233;151000606;-1084313263;1354869.0;plus;0.0;0.0;06 Kinder, Jugend und Familie;Sonst. Einr. f. j. Menschen u. Familien;2008
234;151000606;304629815;-112216.28125;minus;0.0;0.0;06 Kinder, Jugend und Familie;Sonst. Einr. f. j. Menschen u. Familien;2008
235;151000608;-1113978632;182086.59375;plus;0.0;0.0;06 Kinder, Jugend und Familie;Bundeselterng/ElternzeitG/Betreuungsg.;2008
